Text,Link,Date
The Online Semester Carryover/Clearance/... Read More,https://www.aust.edu/notice/812,Jun 06 2021
General Instructions for the UG Students... Read More,https://www.aust.edu/notice/809,May 30 2021
Academic Calendar Fall 2020 Semester... Read More,https://www.aust.edu/notice/806,May 27 2021
It is hereby notified for information of... Read More,https://www.aust.edu/notice/804,May 24 2021
The Online Semester Final Examination of... Read More,https://www.aust.edu/notice/803,May 24 2021
With reference to the notification of th... Read More,https://www.aust.edu/notice/800,May 06 2021
It is hereby notified for information of... Read More,https://www.aust.edu/notice/798,May 02 2021
In continuation of the Notification No ... Read More,https://www.aust.edu/notice/795,Apr 28 2021
The Online Semester Final Examination of... Read More,https://www.aust.edu/notice/794,Apr 27 2021
It is hereby notified for information of... Read More,https://www.aust.edu/notice/793,Apr 27 2021
The date of carry enrollment and carry a... Read More,https://www.aust.edu/notice/787,Apr 22 2021
As per the latest Government Notificatio... Read More,https://www.aust.edu/notice/344,Mar 25 2020
NOTIFICATION: As per the declaration of ... Read More,https://www.aust.edu/notice/343,Mar 23 2020
মুজিববর্ষ উদযা... Read More,https://www.aust.edu/notice/342,Mar 16 2020
করোনাভাইরাস সম... Read More,https://www.aust.edu/notice/341,Mar 16 2020
The University will remain closed from 1... Read More,https://www.aust.edu/notice/340,Mar 16 2020
Notification to apply for appearing at t... Read More,https://www.aust.edu/notice/338,Mar 16 2020
মুজিববর্ষ উদযা... Read More,https://www.aust.edu/notice/337,Mar 12 2020
করোনাভাইরাস সম... Read More,https://www.aust.edu/notice/336,Mar 12 2020
The University will remain closed on 17 ... Read More,https://www.aust.edu/notice/335,Mar 12 2020
মুক্তিযোদ্ধা ক... Read More,https://www.aust.edu/notice/333,Mar 09 2020
Students of MBA & EMBA Programs are here... Read More,https://www.aust.edu/notice/326,Feb 25 2020
Ad hoc Committee of AUST Alumni Associat... Read More,https://www.aust.edu/notice/323,Feb 24 2020
Schedule for collecting Provisional Grad... Read More,https://www.aust.edu/notice/322,Feb 23 2020
The undergraduate Students are asked to ... Read More,https://www.aust.edu/notice/321,Feb 23 2020
Notification for the students who have b... Read More,https://www.aust.edu/notice/311,Feb 16 2020
Corrected Merit List  for scholarships o... Read More,https://www.aust.edu/notice/308,Feb 10 2020
Formation of AUST Sports Club (AUSTSC)... Read More,https://www.aust.edu/notice/306,Feb 10 2020
Students of 4th year 2nd Semester of Spr... Read More,https://www.aust.edu/notice/305,Feb 09 2020
Payment notice for MBA & EMBA Programs (... Read More,https://www.aust.edu/notice/304,Feb 09 2020
Notification for Semester Fees and Re-Ad... Read More,https://www.aust.edu/notice/303,Feb 06 2020
Application is invited from Distress Stu... Read More,https://www.aust.edu/notice/317,Feb 02 2020
AUST is going to offer 20 selected cours... Read More,https://www.aust.edu/notice/297,Jan 28 2020
Academic Calendar Fall 2020 (MBA/EMBA)... Read More,https://www.aust.edu/notice/772,Jan 27 2020
AUST is going to implement transport ser... Read More,https://www.aust.edu/notice/295,Jan 21 2020
Notification for the students of MBA and... Read More,https://www.aust.edu/notice/294,Jan 20 2020
Dr. Mazharul Islam Professor Departmen... Read More,https://www.aust.edu/notice/292,Jan 14 2020
Academic Calendar Fall 2019... Read More,https://www.aust.edu/notice/770,Jan 13 2020
It is to inform to those MBA & EMBA stud... Read More,https://www.aust.edu/notice/290,Jan 09 2020
It  is  hereby  notified  for  informati... Read More,https://www.aust.edu/notice/289,Jan 08 2020
Notice for Course Registration of M.Sc. ... Read More,https://www.aust.edu/notice/288,Jan 08 2020
List of selected Candidates for Master's... Read More,https://www.aust.edu/notice/287,Jan 08 2020
Dr. Mustafizur Rahman Professor Depart... Read More,https://www.aust.edu/notice/286,Jan 07 2020
বিজ্ঞপ্তি... Read More,https://www.aust.edu/notice/285,Jan 06 2020
Prof. Dr. Muhammad Fazli Ilahi former V... Read More,https://www.aust.edu/notice/284,Jan 01 2020
Notice for Course Advising & Class Start... Read More,https://www.aust.edu/notice/282,Dec 26 2019
Notice to all outgoing 4th Year 2nd Seme... Read More,https://www.aust.edu/notice/280,Dec 11 2019
Undergraduate Admission Fall - 2020 Seme... Read More,https://www.aust.edu/notice/639,Feb 11 2021
In-continuation of the Notification No. ... Read More,https://www.aust.edu/notice/638,Feb 11 2021
Dr. Abdur Rahim Mollah Professor Depar... Read More,https://www.aust.edu/notice/631,Feb 07 2021
The undergraduate students of AUST havin... Read More,https://www.aust.edu/notice/630,Feb 05 2021
It is hereby notified for information of... Read More,https://www.aust.edu/notice/629,Feb 03 2021
Students who want to appear at Improveme... Read More,https://www.aust.edu/notice/628,Jan 31 2021
Students of MBA & EMBA Programs are here... Read More,https://www.aust.edu/notice/627,Jan 31 2021
In rectification of this Notification No... Read More,https://www.aust.edu/notice/626,Jan 31 2021
All the students of MBA & EMBA Programs ... Read More,https://www.aust.edu/notice/625,Jan 25 2021
It is hereby notified for information of... Read More,https://www.aust.edu/notice/624,Jan 24 2021
In pursuance of the decision of the 21st... Read More,https://www.aust.edu/notice/623,Jan 24 2021
This is for information of all concerned... Read More,https://www.aust.edu/notice/622,Jan 24 2021
It is hereby notified for information of... Read More,https://www.aust.edu/notice/621,Jan 24 2021
This is for information of all of studen... Read More,https://www.aust.edu/notice/608,Jan 12 2021
It is hereby notified for information of... Read More,https://www.aust.edu/notice/607,Jan 12 2021
It is hereby notified for information of... Read More,https://www.aust.edu/notice/606,Jan 12 2021
Considering the previous procedure and a... Read More,https://www.aust.edu/notice/605,Jan 12 2021
It is hereby notified for all concerned ... Read More,https://www.aust.edu/notice/604,Jan 07 2021
The Students of 4th year 2nd Semester of... Read More,https://www.aust.edu/notice/558,Jan 06 2021
The following student is requested to co... Read More,https://www.aust.edu/notice/556,Dec 31 2020
This is to notify students that Notice d... Read More,https://www.aust.edu/notice/554,Dec 28 2020
Application in prescribed form (availabl... Read More,https://www.aust.edu/notice/553,Dec 24 2020
Some seats are lying vacant in different... Read More,https://www.aust.edu/notice/551,Dec 22 2020
Some seats are lying vacant in different... Read More,https://www.aust.edu/notice/550,Dec 21 2020
This is for information of all concerned... Read More,https://www.aust.edu/notice/549,Dec 20 2020
Some seats are lying vacant in different... Read More,https://www.aust.edu/notice/547,Dec 19 2020
The online classes of all Departments/Sc... Read More,https://www.aust.edu/notice/545,Dec 17 2020
Some seats are lying vacant in different... Read More,https://www.aust.edu/notice/542,Dec 16 2020
The internship of MBA & EMBA students ha... Read More,https://www.aust.edu/notice/541,Dec 15 2020
Class Routine Spring-2020 Department of... Read More,https://www.aust.edu/notice/539,Dec 14 2020
Class Routine MBA/EMBA Spring-2020... Read More,https://www.aust.edu/notice/538,Dec 14 2020
Some seats are lying vacant in different... Read More,https://www.aust.edu/notice/537,Dec 14 2020
সংশ্লিষ্ট সকলে... Read More,https://www.aust.edu/notice/535,Dec 13 2020
Admission Open BBA Program Spring 2020... Read More,https://www.aust.edu/notice/533,Dec 13 2020
This is for information of all concerned... Read More,https://www.aust.edu/notice/532,Dec 13 2020
It is hereby notified for information of... Read More,https://www.aust.edu/notice/531,Dec 13 2020
It is hereby notified for information of... Read More,https://www.aust.edu/notice/1179,Mar 23 2022
According to the decision of the meeting... Read More,https://www.aust.edu/notice/1176,Mar 21 2022
As per proposal from IUMS and subsequent... Read More,https://www.aust.edu/notice/1178,Mar 20 2022
In continuation of this notification no.... Read More,https://www.aust.edu/notice/1175,Mar 20 2022
In continuation of this notification no.... Read More,https://www.aust.edu/notice/1174,Mar 20 2022
It is hereby notified for information of... Read More,https://www.aust.edu/notice/1173,Mar 20 2022
It is hereby notified for information of... Read More,https://www.aust.edu/notice/1172,Mar 20 2022
A farewell program for outgoing students... Read More,https://www.aust.edu/notice/1170,Mar 16 2022
It is hereby notified for information of... Read More,https://www.aust.edu/notice/1167,Mar 15 2022
An awareness program on Hepatities-B wil... Read More,https://www.aust.edu/notice/1166,Mar 15 2022
It is hereby notified for information of... Read More,https://www.aust.edu/notice/1164,Mar 13 2022
মহান স্বাধীনতা... Read More,https://www.aust.edu/notice/1163,Mar 13 2022
সংশ্লিষ্ট সকলক... Read More,https://www.aust.edu/notice/1162,Mar 13 2022
The Committee for Advanced Studies and R... Read More,https://www.aust.edu/notice/1160,Mar 10 2022
It is hereby notified for information of... Read More,https://www.aust.edu/notice/1159,Mar 10 2022
It is hereby notified for information of... Read More,https://www.aust.edu/notice/1158,Mar 09 2022
It is hereby notified for information of... Read More,https://www.aust.edu/notice/1157,Mar 09 2022
It is hereby notified for information of... Read More,https://www.aust.edu/notice/1156,Mar 07 2022
It is hereby notified for information of... Read More,https://www.aust.edu/notice/1155,Mar 06 2022
In continuation of the Office Order No. ... Read More,https://www.aust.edu/notice/1153,Mar 03 2022
In continuation of the Notification No. ... Read More,https://www.aust.edu/notice/1152,Mar 03 2022
It is hereby notified for information of... Read More,https://www.aust.edu/notice/1149,Feb 27 2022
For assisting the students of AUST to a... Read More,https://www.aust.edu/notice/1148,Feb 24 2022
In continuation of this Notification No.... Read More,https://www.aust.edu/notice/1147,Feb 24 2022
It is hereby notified for information of... Read More,https://www.aust.edu/notice/1146,Feb 23 2022
It is hereby notified for information of... Read More,https://www.aust.edu/notice/1143,Feb 22 2022
Bus Service for the students of AUST wil... Read More,https://www.aust.edu/notice/1140,Feb 20 2022
It is hereby notified for information of... Read More,https://www.aust.edu/notice/1138,Feb 17 2022
All the students of MBA & EMBA Programs ... Read More,https://www.aust.edu/notice/1137,Feb 16 2022
In continuation of the Notice No. AUST/N... Read More,https://www.aust.edu/notice/1136,Feb 14 2022
In continuation of this Notification No.... Read More,https://www.aust.edu/notice/1135,Feb 10 2022
This is for information of all concerned... Read More,https://www.aust.edu/notice/1134,Feb 10 2022
In continuation of the notification date... Read More,https://www.aust.edu/notice/1133,Feb 10 2022
Sealed quotations are invited from inter... Read More,https://www.aust.edu/notice/1131,Feb 09 2022
In continuation of the notification no. ... Read More,https://www.aust.edu/notice/1129,Feb 08 2022
It is notified for general information t... Read More,https://www.aust.edu/notice/1128,Feb 02 2022
... Read More,https://www.aust.edu/notice/486,Oct 28 2020
Total number of students promoted to the... Read More,https://www.aust.edu/notice/485,Oct 27 2020
Some seats are lying vacant in different... Read More,https://www.aust.edu/notice/483,Oct 21 2020
It is hereby notified for information of... Read More,https://www.aust.edu/notice/482,Oct 21 2020
It is hereby notified for information of... Read More,https://www.aust.edu/notice/481,Oct 20 2020
This is for information of all concerned... Read More,https://www.aust.edu/notice/480,Oct 18 2020
Some seats are lying vacant in different... Read More,https://www.aust.edu/notice/479,Oct 18 2020
It is hereby notified for information of... Read More,https://www.aust.edu/notice/478,Oct 18 2020
It is hereby notified for information of... Read More,https://www.aust.edu/notice/476,Oct 15 2020
The deadline for student choice of optio... Read More,https://www.aust.edu/notice/475,Oct 14 2020
Some seats are lying vacant in different... Read More,https://www.aust.edu/notice/474,Oct 13 2020
It is hereby notified for information of... Read More,https://www.aust.edu/notice/473,Oct 11 2020
AUST has prepared email addresses for al... Read More,https://www.aust.edu/notice/472,Oct 11 2020
Admission in BBA MBA & EMBA Programs - ... Read More,https://www.aust.edu/notice/471,Oct 11 2020
Some seats are lying vacant in different... Read More,https://www.aust.edu/notice/470,Oct 10 2020
Admission in Masters MBA EMBA & BBA Pr... Read More,https://www.aust.edu/notice/469,Oct 08 2020
This is for information of all concerned... Read More,https://www.aust.edu/notice/468,Oct 06 2020
Some seats are lying vacant in different... Read More,https://www.aust.edu/notice/467,Oct 06 2020
The following students are requested to ... Read More,https://www.aust.edu/notice/466,Oct 04 2020
Some seats are lying vacant in different... Read More,https://www.aust.edu/notice/465,Oct 03 2020
The MBA/EMBA virtual course advising for... Read More,https://www.aust.edu/notice/464,Oct 01 2020
Some seats are lying vacant in different... Read More,https://www.aust.edu/notice/463,Sep 28 2020
Considering the request of some students... Read More,https://www.aust.edu/notice/462,Sep 28 2020
It is hereby notified for information of... Read More,https://www.aust.edu/notice/461,Sep 28 2020
It is hereby notified for information of... Read More,https://www.aust.edu/notice/460,Sep 27 2020
The virtual viva-voce examination for th... Read More,https://www.aust.edu/notice/459,Sep 24 2020
Some seats are lying vacant in different... Read More,https://www.aust.edu/notice/458,Sep 22 2020
It is hereby notified for information of... Read More,https://www.aust.edu/notice/457,Sep 21 2020
It is hereby notified for information of... Read More,https://www.aust.edu/notice/456,Sep 17 2020
Some seats are lying vacant in different... Read More,https://www.aust.edu/notice/455,Sep 16 2020
Some seats are lying vacant in different... Read More,https://www.aust.edu/notice/454,Sep 12 2020
The virtual viva-voce examination for th... Read More,https://www.aust.edu/notice/453,Sep 10 2020
It is hereby notified for information of... Read More,https://www.aust.edu/notice/452,Sep 09 2020
It is hereby notified that the students... Read More,https://www.aust.edu/notice/451,Sep 08 2020
This is for information of all concerned... Read More,https://www.aust.edu/notice/450,Sep 08 2020
It is hereby notified for information of... Read More,https://www.aust.edu/notice/449,Sep 08 2020
Some seats are lying vacant in different... Read More,https://www.aust.edu/notice/448,Sep 07 2020
5% waiver will be applied on semester tu... Read More,https://www.aust.edu/notice/447,Sep 06 2020
As per recommendation of the meeting hel... Read More,https://www.aust.edu/notice/446,Sep 01 2020
Some seats are lying vacant in different... Read More,https://www.aust.edu/notice/445,Aug 31 2020
It is hereby notified for information of... Read More,https://www.aust.edu/notice/444,Aug 27 2020
A farewell meeting for outgoing Heads of... Read More,https://www.aust.edu/notice/443,Aug 27 2020
The University authorities have decided ... Read More,https://www.aust.edu/notice/442,Aug 26 2020
The date of application for carry over e... Read More,https://www.aust.edu/notice/440,Aug 25 2020
The following selected candidates are he... Read More,https://www.aust.edu/notice/439,Aug 24 2020
Some seats are lying vacant in different... Read More,https://www.aust.edu/notice/438,Aug 24 2020
This is for information of all concerned... Read More,https://www.aust.edu/notice/437,Aug 18 2020
Some seats are lying vacant in different... Read More,https://www.aust.edu/notice/435,Aug 16 2020
The MBA/EMBA students who have not yet p... Read More,https://www.aust.edu/notice/434,Aug 16 2020
... Read More,https://www.aust.edu/notice/433,Aug 12 2020
It is hereby notified for information of... Read More,https://www.aust.edu/notice/432,Aug 12 2020
The intern students (4th year 2nd Semest... Read More,https://www.aust.edu/notice/431,Aug 12 2020
This is for the information of all conce... Read More,https://www.aust.edu/notice/430,Aug 10 2020
The intern students of MBA/EMBA program ... Read More,https://www.aust.edu/notice/429,Aug 10 2020
AUST has prepared email addresses for al... Read More,https://www.aust.edu/notice/428,Aug 05 2020
Some seats are lying vacant in different... Read More,https://www.aust.edu/notice/427,Jul 21 2020
Some seats are lying vacant in different... Read More,https://www.aust.edu/notice/426,Jul 18 2020
The first list of selected candidates fo... Read More,https://www.aust.edu/notice/425,Jul 07 2020
The authority of AUST deeply regrets the... Read More,https://www.aust.edu/notice/423,Jun 29 2020
Due to some unavoidable circumstances an... Read More,https://www.aust.edu/notice/422,Jun 23 2020
As per the Government latest directives ... Read More,https://www.aust.edu/notice/421,Jun 17 2020
A meeting was held on 6 June at 7:30 pm ... Read More,https://www.aust.edu/notice/367,Jun 07 2020
It is hereby notified to remind the ste... Read More,https://www.aust.edu/notice/366,May 27 2020
As per the Government latest directives ... Read More,https://www.aust.edu/notice/363,May 18 2020
Undergraduate Admission - BBA Program S... Read More,https://www.aust.edu/notice/362,May 18 2020
UNDERGRADUATE ADMISSION SPRING - 2020 SE... Read More,https://www.aust.edu/notice/361,May 14 2020
As per the Government latest directives ... Read More,https://www.aust.edu/notice/357,May 04 2020
As per the Government directives due to ... Read More,https://www.aust.edu/notice/353,Apr 24 2020
The last date for the payment of Semeste... Read More,https://www.aust.edu/notice/351,Apr 20 2020
As per the Government directives due to ... Read More,https://www.aust.edu/notice/350,Apr 10 2020
As per the recent directives of Governme... Read More,https://www.aust.edu/notice/349,Apr 10 2020
As per the Government latest directives ... Read More,https://www.aust.edu/notice/348,Apr 09 2020
In continuation of the Notification No ... Read More,https://www.aust.edu/notice/788,Apr 21 2021
This is for the information of the follo... Read More,https://www.aust.edu/notice/786,Apr 15 2021
It is hereby notified for information of... Read More,https://www.aust.edu/notice/785,Apr 14 2021
With the above-mentioned subject and ref... Read More,https://www.aust.edu/notice/784,Apr 13 2021
Please spend sufficient time to read all... Read More,https://www.aust.edu/notice/782,Apr 12 2021
In continuation of this Notification No.... Read More,https://www.aust.edu/notice/781,Apr 12 2021
All the faculty members and staff of AUS... Read More,https://www.aust.edu/notice/780,Apr 12 2021
After a meeting of the Deans Heads with... Read More,https://www.aust.edu/notice/779,Apr 07 2021
It is hereby notified that due to the ch... Read More,https://www.aust.edu/notice/777,Apr 06 2021
In continuation of the Notification No. ... Read More,https://www.aust.edu/notice/766,Apr 04 2021
Due to sharp rise of COVID infections t... Read More,https://www.aust.edu/notice/765,Apr 04 2021
Please be informed that a prayer will be... Read More,https://www.aust.edu/notice/756,Mar 27 2021
In view of the UGC Notice... Read More,https://www.aust.edu/notice/755,Mar 24 2021
It is hereby notified for information of... Read More,https://www.aust.edu/notice/754,Mar 23 2021
It is hereby notified for information of... Read More,https://www.aust.edu/notice/751,Mar 21 2021
The candidates of Architecture and Engin... Read More,https://www.aust.edu/notice/750,Mar 21 2021
Department of Electrical and Electronic ... Read More,https://www.aust.edu/notice/749,Mar 21 2021
The intern/project students of Spring-20... Read More,https://www.aust.edu/notice/731,Mar 15 2021
It is hereby notified for information of... Read More,https://www.aust.edu/notice/718,Mar 15 2021
Online Application for MBA/EMBA Program ... Read More,https://www.aust.edu/notice/713,Mar 15 2021
It is hereby notified for information of... Read More,https://www.aust.edu/notice/712,Mar 15 2021
It is hereby notified for information of... Read More,https://www.aust.edu/notice/710,Mar 14 2021
Due to large number of requests from the... Read More,https://www.aust.edu/notice/709,Mar 14 2021
সংশ্লিষ্ট সকলে... Read More,https://www.aust.edu/notice/707,Mar 11 2021
‘বঙ্গবন্ধু স্ক... Read More,https://www.aust.edu/notice/705,Mar 08 2021
It is hereby notified that the students... Read More,https://www.aust.edu/notice/703,Mar 08 2021
In pursuance of the decision of the meet... Read More,https://www.aust.edu/notice/702,Mar 04 2021
The Launching Ceremony of the New AUST W... Read More,https://www.aust.edu/notice/701,Mar 04 2021
The intern/project students (4th year 2n... Read More,https://www.aust.edu/notice/700,Mar 03 2021
The Scientific and Technological Researc... Read More,https://www.aust.edu/notice/672,Feb 27 2021
Asia-Pacific Space Cooperation Organizat... Read More,https://www.aust.edu/notice/671,Feb 23 2021
It is hereby notified for information of... Read More,https://www.aust.edu/notice/645,Feb 23 2021
সংশ্লিষ্ট সকলে... Read More,https://www.aust.edu/notice/643,Feb 18 2021
It is hereby notified for information of... Read More,https://www.aust.edu/notice/642,Feb 17 2021
Admission Open - BBA Program Fall 2020... Read More,https://www.aust.edu/notice/641,Feb 17 2021
It is hereby notified for information of... Read More,https://www.aust.edu/notice/640,Feb 14 2021
